date, pm25, pm10, o3, no2, so2, co,location
2020-10-12,119,60,1, ,4,3,"Borivali East, Mumbai"
2020-10-13,123,58,1,1,4,4,"Borivali East, Mumbai"
2020-10-14,123,31,1,1,4,4,"Borivali East, Mumbai"
2020-10-15,74,23,1, ,4,3,"Borivali East, Mumbai"
2020-10-16,53,52,1, ,4,2,"Borivali East, Mumbai"
2020-10-17,77,52,1, ,4,2,"Borivali East, Mumbai"
2020-10-18,76,43,1, ,4,2,"Borivali East, Mumbai"
2020-10-19,437,76,1, ,4,2,"Borivali East, Mumbai"
2020-10-20,533,106,1, ,4,2,"Borivali East, Mumbai"
2020-10-21,185,42,1, ,4,3,"Borivali East, Mumbai"
2020-10-22,81,42,1, ,4,3,"Borivali East, Mumbai"
2020-10-23,108,51,1, ,4,2,"Borivali East, Mumbai"
2020-10-24,134,50,1, ,4,3,"Borivali East, Mumbai"
2020-10-25,134,48,1, ,4,3,"Borivali East, Mumbai"
2020-10-26,130,40,1, ,4,2,"Borivali East, Mumbai"
2020-10-27,85,48,1, ,4,2,"Borivali East, Mumbai"
2020-10-28,85,53,1, ,4,2,"Borivali East, Mumbai"
2020-10-29,113,51,1, ,4,2,"Borivali East, Mumbai"
2020-10-30,126,42,6, ,4,3,"Borivali East, Mumbai"
2020-10-31,103,39,1, ,4,3,"Borivali East, Mumbai"
2020-11-01,104,64,1, ,4,3,"Borivali East, Mumbai"
2020-11-02,146,69,1, ,4,4,"Borivali East, Mumbai"
2020-11-03,164,67,1, ,4,3,"Borivali East, Mumbai"
2020-11-04,164,64,1, ,4,3,"Borivali East, Mumbai"
2020-11-05,161,59,1, ,4,2,"Borivali East, Mumbai"
2020-11-06,148,65,1, ,4,2,"Borivali East, Mumbai"
2020-11-07,154,62,1, ,4,3,"Borivali East, Mumbai"
2020-11-08,155,58,1, ,4,2,"Borivali East, Mumbai"
2020-11-09,153,63,1, ,3,2,"Borivali East, Mumbai"
2020-11-10,157,106,2, ,4,3,"Borivali East, Mumbai"
2020-11-11,192,137,1, ,3,4,"Borivali East, Mumbai"
2020-11-12,194,80,1, ,3,3,"Borivali East, Mumbai"
2020-11-13,162,69,1, ,4,3,"Borivali East, Mumbai"
2020-11-14,137,74,1, ,4,3,"Borivali East, Mumbai"
2020-11-15,156,85,1, ,4,4,"Borivali East, Mumbai"
2020-11-16,172,85,1, ,4,3,"Borivali East, Mumbai"
2020-11-17,170,94,1, ,4,4,"Borivali East, Mumbai"
2020-11-18,187,95,1,1,4,5,"Borivali East, Mumbai"
2020-11-19,188,92,1, ,4,4,"Borivali East, Mumbai"
2020-11-20,182,84,1, ,3,4,"Borivali East, Mumbai"
2020-11-21,182,63,1, ,3,4,"Borivali East, Mumbai"
2020-11-22,159,34,1, ,4,4,"Borivali East, Mumbai"
2020-11-23,96,94,2, ,4,4,"Borivali East, Mumbai"
2020-11-24,182,70,2, ,4,5,"Borivali East, Mumbai"
2020-11-25,165,77,2, ,4,5,"Borivali East, Mumbai"
2020-11-26,175,66,8, ,3,4,"Borivali East, Mumbai"
2020-11-27,150,74,8, ,3,3,"Borivali East, Mumbai"
2020-11-28,167, , , , , ,"Borivali East, Mumbai"
2020-11-29,114,55,8,1,3,3,"Borivali East, Mumbai"
2020-11-30,129,53,8, ,4,3,"Borivali East, Mumbai"
2020-12-01,138,65,25,1,5,4,"Borivali East, Mumbai"
2020-12-02,162,63,8, ,1,4,"Borivali East, Mumbai"
2020-12-03,157,104,8,2,1,4,"Borivali East, Mumbai"
2020-12-04,198,62,8,1,1,4,"Borivali East, Mumbai"
2020-12-05,153,51,7, ,1,3,"Borivali East, Mumbai"
2020-12-06,132,52,7, ,1,3,"Borivali East, Mumbai"
2020-12-07,136,53,7, ,1,3,"Borivali East, Mumbai"
2020-12-08,141,58,7,1,1,4,"Borivali East, Mumbai"
2020-12-09,144,65,7,1,1,5,"Borivali East, Mumbai"
2020-12-10,150,65,6, ,1,5,"Borivali East, Mumbai"
2020-12-11,164,70,6,1,1,5,"Borivali East, Mumbai"
2020-12-12,165,62,6, ,1,4,"Borivali East, Mumbai"
2020-12-13,163,41,6, ,1,4,"Borivali East, Mumbai"
2020-12-14,123,63,7,1,1,5,"Borivali East, Mumbai"
2020-12-15,160,80,6, ,1,5,"Borivali East, Mumbai"
2020-12-16,178,76,7, ,1,5,"Borivali East, Mumbai"
2020-12-17,172,71,7, ,1,4,"Borivali East, Mumbai"
2020-12-18,167,65,7, ,1,4,"Borivali East, Mumbai"
2020-12-19,160,66,9, ,1,3,"Borivali East, Mumbai"
2020-12-20,161,59,7, ,1,3,"Borivali East, Mumbai"
2020-12-21,145,52,7, ,1,3,"Borivali East, Mumbai"
2020-12-22,131,56,7,1,1,3,"Borivali East, Mumbai"
2020-12-23,143,64,8,1,1,4,"Borivali East, Mumbai"
2020-12-24,155,77,7,1,1,5,"Borivali East, Mumbai"
2020-12-25,166,75,6,1,1,5,"Borivali East, Mumbai"
2020-12-26,167,91,3, ,1,5,"Borivali East, Mumbai"
2020-12-27,182,82,3,1,1,4,"Borivali East, Mumbai"
2020-12-28,154,83,4,1,1,5,"Borivali East, Mumbai"
2020-12-29,160,100,3,2,1,6,"Borivali East, Mumbai"
2020-12-30,179,90,4,1,1,6,"Borivali East, Mumbai"
2020-12-31,182,95,3,1,1,6,"Borivali East, Mumbai"
2021-01-01,194,110,3,1,1,8,"Borivali East, Mumbai"
2021-01-02,216,111,3,1,1,7,"Borivali East, Mumbai"
2021-01-03,203,111,4,1,1,7,"Borivali East, Mumbai"
2021-01-04,203,114,4,1,1,7,"Borivali East, Mumbai"
2021-01-05,219,129,3,1,1,8,"Borivali East, Mumbai"
2021-01-06,242,147,4,2,2,9,"Borivali East, Mumbai"
2021-01-07,224,107,3,2,2,8,"Borivali East, Mumbai"
2021-01-08,226,106,3,2,2,8,"Borivali East, Mumbai"
2021-01-09,211,88,6,1,1,6,"Borivali East, Mumbai"
2021-01-10,187,73,4,1,1,5,"Borivali East, Mumbai"
2021-01-11,167,114,3,1,1,5,"Borivali East, Mumbai"
2021-01-12,193,75,2,1,1,6,"Borivali East, Mumbai"
2021-01-13,185,69,3, ,1,5,"Borivali East, Mumbai"
2021-01-14,150,62,3, ,1,4,"Borivali East, Mumbai"
2021-01-15,139,67,4,2,1,4,"Borivali East, Mumbai"
2021-01-16,139,63,3, ,1,3,"Borivali East, Mumbai"
2021-01-17,138,53,3,1,1,4,"Borivali East, Mumbai"
2021-01-18,106,66,4,1,1,4,"Borivali East, Mumbai"
2021-01-19,127,69,3,1,1,5,"Borivali East, Mumbai"
2021-01-20,136,86,3,1,1,5,"Borivali East, Mumbai"
2021-01-21,167,97,4,2,1,6,"Borivali East, Mumbai"
2021-01-22,177,94,4,2,1,6,"Borivali East, Mumbai"
2021-01-23,176,84,3,1,1,4,"Borivali East, Mumbai"
2021-01-24,141,105,3,1,1,5,"Borivali East, Mumbai"
2021-01-25,156,111,4,1,1,5,"Borivali East, Mumbai"
2021-01-26,165,92,4,1,1,6,"Borivali East, Mumbai"
2021-01-27,165,97,4,1,1,6,"Borivali East, Mumbai"
2021-01-28,173,89,4,2,1,6,"Borivali East, Mumbai"
2021-01-29,163,75,3,1,1,5,"Borivali East, Mumbai"
2021-01-30,151,71,3,1,1,4,"Borivali East, Mumbai"
